id,message,translated_message,compound_score,sentiment_label,cleaned_text
2970,"1 Malaysia dok follow kes nie..pihak berkuasa kgn cube buat magic pulak..malu dgn agama, bangsa & negara",1 Malaysia doc follow the kes.. by the authorities of Cuba to make magic back..,0.0,Neutral,malaysia doc follow kes authority cuba make magic back
2971,taukey judi... perghhhh terang ke gelap,Toukey judi... perghhhhhh clear to dark,0.3818,Positive,toukey judi perghhhhhh clear dark
2972,Oku tu ..nanti kluar la kad nya tu...tgh proses skrg....,You are the one who is finished knowing that you...tgh process skrg....,0.0,Neutral,one finished knowing youtgh process skrg
2973,confirm tak kena klau kena itu petanda kiamat sudah dekat lagi2 kerajaan madani pula,The unknocking confirmation of that is the sign of the end is now close.,0.0,Neutral,unknocking confirmation sign end close
2974,Mesti lepas dah banyak kes bangsa ni lepas dan hukuman yang ringan sebab undang-undang di Malaysia hanya terpakai untuk orang Melayu sahaja,There must be more strife and hatred among the people than in the law in Malaysia. Only the people of the land will be judged.,-0.6666,Negative,must strife hatred among people law malaysia people land judged
2975,Dah terang2 berlumba dan bersalah. Kalau lepas jugak cino ni memang undang2 mesia boleh jual beli,The Messiah could be sold for a price,0.0,Neutral,messiah could sold price
2976,Pastikan video disimpan dengan baik.. Money is king... Silap hari bulan video pon ghaib oleh tangan tangan ghaib,Make sure the video is kept well... money is king... the last three months of the video pon wonder by the left hand.,0.765,Positive,make sure video kept well money king last three month video pon wonder left hand
2977,Tiba2 ada kad oku..mmg lancau,There's a 2.mm card in the.mmg box.,0.0,Neutral,there mm card themmg box
2978,"2 charges,reckles driving & manslaughter. Seperate chargers.","2 loads,reckles driving & manslayer.",0.0,Neutral,loadsreckles driving manslayer
2979,"kak, jangan berharap tinggi sangat tau. Kita semua tahu malaysia macam mana ...","Dad, don't expect high hopes very well.",0.0157,Neutral,dad dont expect high hope well
2980,Nanti ada yg membela dia kata dia x bersalah,Then someone's gonna stop him from saying he's guilty.,-0.6124,Negative,someone gon na stop saying he guilty
2982,Harus hukuman paling berat dikenakan. Tarik & gantung lesen dia seumur hidup dan saman di mahkamah di atas tindakan membunuh 4 ahli sekeluarga yg meninggal dunia akibat perbuatan memandu secara merbahaya.,The most serious penalty must be met. The record of his entire life and his court case against four family members who died from the world of conduct was dangerously driving.,-0.8878,Negative,serious penalty must met record entire life court case four family member died world conduct dangerously driving
2983,Kalau dia bukan melayu..terlepas ...kalau melayu tak terlepas,If he doesn't run... then leave... if he doesn't run.,0.0382,Neutral,doesnt run leave doesnt run
2985,"kalau pak dia akur, kalau pak dia hulur?","If you take him, if you take him?",0.0,Neutral,take take
2986,Kena tangkap lg x anak tauke Judi ni,I'm going to get the son of a Jew.,0.0,Neutral,im going get son jew
2987,Kenapa dia yang tak mati,Why is he not dead?,0.5334,Positive,dead
2988,Lain kali nampak kete berlumba try sekat n bagi apa yg patut suoaya mereka tak berlumba lagi sebelum terjadi mcm ni lagi. Pelumba tu degil n melawan buat apa yg patut sepaya mereka ingat sampai bila2,And then I see a little bit of a race for what they should do before they get any more mcm.,0.0,Neutral,see little bit race get mcm
2989,Yg kena tahan bdk cina lembam mana taktau,I'm gonna hold the movie where I'm going.,0.0,Neutral,im gon na hold movie im going
2990,"Harap saman sampai muflis , dia bapak dia sekali.. org2 jenis mcm ni selagi x miskin papa kedana , dia x kan serik.","I hope to meet you at the mufflis, he's a father...org2 kind of mcm or x poor dad, he's x-in-the-clock.",-0.0516,Negative,hope meet mufflis he fatherorg kind mcm x poor dad he xintheclock
2991,Mangkuk ni dan mendiang abang dia berlumba haram sampailah mendiang abang dia terbabas dan langgar kereta arah bertentangan. Patut dakwa bawah Kanun Keseksaan Seksyen 302.,He was to be executed by the brothers until he was to be executed and the right vehicle was to be taken under the 302nd of the Law.,0.0,Neutral,executed brother executed right vehicle taken nd law
2992,Duit yg dia beli keta tu bapak dia yg kasi..duit tu datang dari penjudi2 melayu di Johor...,The money he bought here was his father's money from the hunter who was running in Johor...,0.0,Neutral,money bought father money hunter running johor
2993,Cnfirm puak madanon dan pmx..bekap bdk cin4 ni..cnfirm ah...sbb pmx ngn d4p baru4...,Cnfirm kdun and pmx..cnfirm a...sbb pmx nn d4p new4...,0.0,Neutral,cnfirm kdun pmxcnfirm asbb pmx nn dp new
2994,Jenayah membawa padah.,Crime brings shame.,-0.765,Negative,crime brings shame
2995,DUIT SEGALANYA,DUIT SEGALANIA,0.0,Neutral,duit segalania
2996,Kita tngok dh lihat ya klu orang Melayu sah akan msok penjara tpi klu sisepet geriti punya LPS sbb alasan yg tk msok diakal,We're gonna see the Mayau people's club and they're gonna get the local security guard.,0.34,Positive,gon na see mayau people club theyre gon na get local security guard
2997,Anak tokey judi mcm2 die boleh buat..,The child toky judi mcm2 that can be made..,0.0,Neutral,child toky judi mcm made
2998,Yg dok main judi pon ermmm mls ckp korang tau la Sndri..,I'm gonna go get you the Sndri.,0.0,Neutral,im gon na go get sndri
2999,Rakyat memerhati,Read More,0.0,Neutral,read
3000,Xyahh update pun tau dahh tetiba keluar berita anak taukeh Judi simpang rengam ade masalahh mental.. dahh biasa dgn kes2 Gini.. ustazah pun kena berpuluh tahun tapi bab cina2 nie mmg mental alasan Nye...,Even the update news has been on the way to the child's childhood news. Judi's sympathies are a problem with the mental... hah usually doesn't get a kes2 Gini.,-0.4019,Negative,even update news way child childhood news judis sympathy problem mental hah usually doesnt get kes gini
3001,Ni belia berwawasan ahli politik akan backup,What political powers will be dominating,-0.296,Negative,political power dominating
3002,Kalau TERLEPAS lagi 8481 ni....tak tau laa,If you're free again 8481... you're not.,0.5106,Positive,youre free youre
3003,Bagus tunjuk muka. Kalau aq bapak budak ni aq lantak kan jer undang x adil. Cari jer dia. Laws are after all just the political will of the elite. It has nothing to do with justice,"A good look. If your dad is a very young man, he's going to be a judge of justice.",0.743,Positive,good look dad young man he going judge justice
3004,tgok la ape pihak berkuasa buat.... kalau tak msuk dalam memg kena tukar kerajaan la jawabnye... madani problem,I don't think the government will do if I don't get involved in the government's defense...,0.128,Positive,dont think government dont get involved government defense
3005,PEMBUNUHHHHH..!!!!,PUBLICATION!!!!!!,0.0,Neutral,publication
3006,Sampai sekarang nama tak announce,"So far, no name announces",-0.3566,Negative,far name announces
3007,Polis pn dgn bangga akan lepaskan,The police are proud to be released.,0.4767,Positive,police proud released
3008,Dgn jaminan polis sebab ..dh makan duit babi,The police are afraid of you.,0.0,Neutral,police afraid
3009,#hukuman bunuh,# The killer,-0.6486,Negative,killer
3010,"serious aku cakap . kalau terlepas jugak sebarang hukuman yang setimpal , it’s time to take action by ur self . dah boleh sarung tshirt kuning & etc .","seriously I say. if you're fired to play any simple punishment, it's time to take action by uur self.",-0.7269,Negative,seriously say youre fired play simple punishment time take action uur self
3011,letak kad oku semua terduduk,My card's all sitin',0.0,Neutral,card sitin
3012,Kehendak tuhan?,God's will?,0.0,Neutral,god
3013,Kalau takde apa2 tindakan maknanya kita tau teloq penguatkuasa sudah kena pegang dan ramas sama itu tauke. Macam bekas ketua dbkl tu bertahun makan duit Sun Wukong. Puihh,If you know what action means we can get the authorities caught and the same stuff.,0.0,Neutral,know action mean get authority caught stuff
3014,"Ini bukan kerana perkauman tapi yg salah tetap salah adili dengan sewajarnya, kalau boleh nyawa diganti dengan Nyawa.",It is not because of a person’s past conduct but because of his present condition that makes it possible for him to be transformed.,0.0,Neutral,person past conduct present condition make possible transformed
3015,Pemandu bermasalah besar....,The driver is in serious trouble....,-0.4588,Negative,driver serious trouble
3016,Org dia ..mesti la relex...,Org day.. put the relex...,0.0,Neutral,org day put relex
3017,Yg x relex..org mcm kita2 nie..,Yg x relex..org mcm kaya2..,0.0,Neutral,yg x relexorg mcm kaya
3018,Pembunuh kejam. Kalau kau terlepas sekalipun.. igt Tuhan akan balas.,"If you're fired, God will reward you.",0.296,Positive,youre fired god reward
3020,Bila ada duit..membesar dengan banyaknya duit..dah masuk jirat pun dikirim duit.,If there's money... it's growing with a lot of money... and it's also going into the market.,0.1779,Positive,there money growing lot money also going market
3021,Cas dia Lumba haram dan mengakibatkan kematian,If he's a lawn-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-law-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a,0.0,Neutral,he lawnlawalawalawalawalawalawalawalawalawalawalawalawalawalawalawalawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3022,"kasi sumbat penjara,rotan,lesen OKU boleh minta, lesen memandu jgn.","But the prison, the rotary, the law may ask, read the law.",-0.6652,Negative,prison rotary law may ask read law
3023,Hukuman berat kerana libatkn nyawa,The law of gravity,0.0,Neutral,law gravity
3024,Time kes mcm ni la Polis johor nk makan duit rasuah bersaiz mega..percayalah dlm media nt ckp la dah kena tangkap bagai..nt senyap2 dia lepaskan..polis zmn leni ramai sgt dah jd tahik duit..tak semua polis tp ramai,Time when the police are going to eat some bad money is also. Believe me dlm media nt ccp la la la la la la la la la la la la la la la la la la la esaquia..t sol...it's just let go...polis dmn don't get many sgt or dd tak money...,-0.5423,Negative,time police going eat bad money also believe dlm medium nt ccp la la la la la la la la la la la la la la la la la la la esaquiat solits let gopolis dmn dont get many sgt dd tak money
3025,Mari Trengganu mesti mahu ingat .......,Let's try to remember...,0.0,Neutral,let try remember
3026,Abiz klu polis mate kero ngan duit haram bapak pembunuh nih,Abiz police officer was very drunk and his father was a murderer,-0.807,Negative,abiz police officer drunk father murderer
3027,Kalu cina sorry la boleh sembang maa,The cheese can be made with sory sauce,0.0,Neutral,cheese made sory sauce
3028,bukan niat lagi memang pembunuh,No more intention.,-0.296,Negative,intention
3029,kejap jer tu..huloq sikit lepas la,I don't know. I don't like it.,-0.2755,Negative,dont know dont like
3030,rakyat sedang memerhati,People are getting along,0.0,Neutral,people getting along
3031,Anak org kaya... Takut apa... Semua bole... kao tim,The son of a rich...,0.5574,Positive,son rich
3032,Yang mati tu tentu2 dah meninggal. Yang hidup teruskan tindakan tuntut punca kematian. Tuntut seksyen memandu secara melulu membahaya kan kepada memandu hingga menyebab kan kematian beramai2 .,"The dead must die, the living continue action after death. The sexual demands are so dangerous that they can drive until death is over.",-0.9682,Negative,dead must die living continue action death sexual demand dangerous drive death
3033,Keluarga mangsa wajib ambil tindakan tegas,A family must take strong action,0.5106,Positive,family must take strong action
3034,"Ini puak2 kesayangan cap bintang
ni..tk bole di tegur.",It's a little bit of a love of stars.,0.6369,Positive,little bit love star
3035,"Mahkamah xberani punya nak jatuhkan hukuman kat dia ni, dah tau dah skrip undang² Malaysia ni","The court has the courage to bring down his card, and it's the rule of Malaysia.",0.4939,Positive,court courage bring card rule malaysia
3036,jgn simpan lgi ini B4B1.. kasi dia berehat dlm jirat.. cilakak punya org..!!,This is B4B1.. but he's got an organic.!!,0.0,Neutral,bb he got organic
3037,Jom kita pakat-pakat sokong PDRM tangkap mangkuk ni.,We're gonna get a PDRM suit caught.,0.0,Neutral,gon na get pdrm suit caught
3038,Kalau tiba2 ada kad OKU ke..tlepas ke..korang santau je,If there's a code of OKU to...,0.0,Neutral,there code oku
3039,"Bapanya towkey judi duit banyak,dah boleh agak apa keputusan nye nanti,tak kan dia biarkan anaknye masuk penjara bapanya akan cari jalan nk bebaskan nye,dia mesti kenal ramai pegawai atasan towkey judi ramai kawan","His father towkey judi much money, and he could make some decisions later, but he let my son go to jail to find his own free knack, he had to know many officers on the towkey judi many friends",0.8625,Positive,father towkey judi much money could make decision later let son go jail find free knack know many officer towkey judi many friend
3040,"akan jadi campur tangan politik kes ni..kite tngok ape kerajaan nak buat dgn haram jadah ni..ape muslihat yg ada
..rakyat memerhati",It'll be a political camp for the last time. See if the government can make a ban on the way..ape looks like there's a... people who can see.,-0.2732,Negative,itll political camp last time see government make ban wayape look like there people see
3041,Kalau polis Masih ada integrity laaaa,If the police still have integrity,0.3818,Positive,police still integrity
3043,Semoga keluarga mangsa pembunuhan kejam nie dipermudahkan segala urusan,Family life during the terrible end of the war did not become so complex that it would not be easy for families to survive,-0.8558,Negative,family life terrible end war become complex would easy family survive
3044,Warga yg dilindungi,Colour to use for worm,0.0,Neutral,colour use worm
3045,Harap dipenjarakan seumur hidup. IDIOT,"Idiot, Idiot, I hope you're in prison all your life.",-0.7906,Negative,idiot idiot hope youre prison life
3047,Klau Tibe2 ad kad oku..mmg shelake ah..mmg shelake,Tibe2 audio output file:,0.0,Neutral,tibe audio output file
3048,ANAK TAUKE JUDI ....,JUDE'S BILLION....,0.0,Neutral,jude billion
3049,Pehhh....,- Pehhh...,0.0,Neutral,pehhh
3050,betapa hebat sehingga diketahui umum ...selama ni pihak berkuasa hanya sandiwara Memerangi Judi dinegara ini...Kes seperti ini harap bukan shj Pihak PDRM yang perlu ambil perhatian...Tapi memerlukan Lebih perhatian Kepada pihak pimpinan SPRM yang baru ...,How great it is to be known publicly... while the authorities are only constables fighting this country's Judi... this is the hope that the PDRM Party will not be taken into consideration... but need more attention to the new SPRM leadership...,0.5574,Positive,great known publicly authority constable fighting country judi hope pdrm party taken consideration need attention new sprm leadership
3051,Pembunuh jalanan,Road killer.,-0.6486,Negative,road killer
3052,Wajib dihukum berat,The responsibility of punishing others is great,0.128,Positive,responsibility punishing others great
3053,Punca kejadian....,The event table...,0.0,Neutral,event table
3054,Orang yang bertanggungjawab mesti dihukum,Those in responsible positions must be disciplined,0.3182,Positive,responsible position must disciplined
3055,Perlu gubal undang-undang baru sila buat,You need to break new laws.,0.0,Neutral,need break new law
3056,Jangan duk pakai lagi hukum tinggalan pinjajah,Don't use any more law of residence,0.0,Neutral,dont use law residence
3057,"Undang-undang mereka dah beli, mereka kaya atas sumbangan orang melayu yang berjudi",Their substance is in vain. They are mighty in their own eyes.,-0.4215,Negative,substance vain mighty eye
3058,sory geng..nnt media klua statement oku cacat otak..full stop.,Sorry ..nnt media cla statement has failed to take...,-0.5574,Negative,sorry nnt medium cla statement failed take
3059,Ustazah yang terlanggar murid kat sekolah hari tu sampai kena gari lagi....pelik la,The most corrupt school card student ever to be dressed again... is going to,0.0,Neutral,corrupt school card student ever dressed going
3060,Mati dibalas mati,Death is paid for,-0.5994,Negative,death paid
3061,Mana tokey judi tu bdk2 sna bt apa?tkt ka nk tlis premis dia buat judi?tggu apa lgi,Where's the key to this bdk2? What's the point of the premium?,0.0,Neutral,wheres key bdk whats point premium
3062,hukum penjara 20 thn.batal lesen semur hidup,"20th-century prison law, read read through all life",-0.5106,Negative,thcentury prison law read read life
3063,"Undang2 kutubabi ni x boleh pakai, dia diguna pakai untk MELAYU saja, yg aku nmpk la, kalo type2 pendtg hanyut ni rasa2 Selamat kot, yg selalu nmpk la","The second reason x can be used is that it's used for just the MELAYU, which I'm just saying, like type2 pandtg takes away the race2.",0.3612,Positive,second reason x used used melayu im saying like type pandtg take away race
3064,Tu nampak muka oku dah tuh tiba2,Let's see if we can get to it.,0.0,Neutral,let see get
3065,Knapa celaka ni xda Luka langsung...knapa org yg da kat ctu xambik tindakan sblum polis datang...,The close button of Luke's immediate... the close button of the police's action is coming...,0.0,Neutral,close button luke immediate close button police action coming
3066,Confirm spin nanti lps,Confirm spin,0.0,Neutral,confirm spin
3067,"Malaysia Boleh,adà fulus senyap gitu je.","Malaysia Boleh, even the flulus is gone.",0.0,Neutral,malaysia boleh even flulus gone
3068,Mmg celaka pembunuh ni,The murder rate is Mmg,-0.6908,Negative,murder rate mmg
3069,Puak kali ni jgn bagi peluang....jgn Kene rasuah kes sttle,Never once for a while... ...that's why I'm wrong about the stttle case.,-0.4767,Negative,never thats im wrong stttle case
3070,Dpt jgn rakaman masa pukul,Dpt jgn port range,0.0,Neutral,dpt jgn port range
3071,Saya ada kad merah dri Tanjung rambutan ttp kes.zaman madani memang teruk,I got a red card from Tanjun's ttp ks.,0.0,Neutral,got red card tanjuns ttp k
3072,"Jap lagi buat keluar segala kad OKU.. Tak caua tengok je laa.. and kita tunggu apa tindakan pihak berkuasa, video dashcam semua dah ada sebagai bukti.","Jap's getting all the cards out.. no force is there..and we're waiting for the government to act, the video dashcam all came to be evidence.",-0.296,Negative,jap getting card force thereand waiting government act video dashcam came evidence
3073,Outo jadi OKU.,Car's gonna be okay.,0.2263,Positive,car gon na okay
3074,Kan memang ada boleh jadi OKU.betul² celaka....,Or maybe there's a U.S. real disaster...,-0.6249,Negative,maybe there u real disaster
3075,Hmm..da nmpak muka start buat OKU,Hmm..ta looks like start doing OK,0.6633,Positive,hmmta look like start ok
3076,Wahh... Ank tauke judi.. Perghh... Kenyanglah and the geng...nie kes confirm hilang dri radar secara Tiba2... Percayalah..,Well... and no swake judi... Perghh... and the gang... don't confirm the radar loss by Tiba2... believe...,-0.34,Negative,well swake judi perghh gang dont confirm radar loss tiba believe
3077,Sicelaka..pembunuh,Sculpture..,0.0,Neutral,sculpture
3078,Tu pasti akan kata oku.,I'm sure you'll say it.,0.3182,Positive,im sure youll say
3079,"Org muda
.Dia akan matang cepat setelah melalui pengalaman ni dan akan menghantuinya seumur hidup.",Young Org. He'll grow fast after what experience he'll have and will touch him all his life.,0.0,Neutral,young org hell grow fast experience hell touch life
3080,Buang keluar negara je..gila nak berlumba sangat..,Get out of the country.. so you're running.,0.0,Neutral,get country youre running
3081,Susah aa skit sbb bapak tokey besar,Easy to get past sbb dad big tokey,0.4404,Positive,easy get past sbb dad big tokey
3082,anak toke judi pulok.. xtau la nk kata apa.. tgu tgk je la result apa dia,I know what he's saying.,0.0,Neutral,know he saying
3083,Anwar Ibrahim wajibkan penguatkuasa kamera badan,Abraham’s grandson Abraham had to restrain many cameras,0.0,Neutral,abraham grandson abraham restrain many camera
3085,"Dekat post ni ada info dgn muka pembunuh jalan raya tu , korang tgk bhagian komen post ni","There's information on this street killer, so it's not about the post.",-0.6486,Negative,there information street killer post
3086,* jgn risau ni bukan link sopee yang mcm hanat tu,* jgn worried that this mcm sopie link is not,-0.296,Negative,jgn worried mcm sopie link
3087,https://www.facebook.com/share/1PYn4Q4wyN/,https://www.facebook.com/share/1PYn4Q4wyN/,0.0,Neutral,
3088,Ini KES BUNUH.,It's a bomb.,-0.4939,Negative,bomb
3089,tngok muka mcm seyum je... dlm hati tu tgh ckp bapak gua boleh setel... kibai punya org cina,The mcm scene is... the heart of this tugh ccp father can sit...,0.6369,Positive,mcm scene heart tugh ccp father sit
3090,Kabel kuat mangkuk ni... Kompem lepas...,The cable is so strong... you can't...,0.6418,Positive,cable strong cant
3091,Memandu macam lahanat...gantung lesen selama lamanya..dan jatuhkan hukuman yg berat..lagi2 jenis bgsa yg sama menyebabkan kematian org lain..bgsa ni memang dikenali sebagia bgsa yg tiada otak..,Drives a kind of legacy... depending on the reading during the year... and falls down a severe sentence of a kind that is the same as the death of another organ... that is known as a brainless bug.,-0.4215,Negative,drive kind legacy depending reading year fall severe sentence kind death another organ known brainless bug
3092,Yg aku pelik barua ii yg duk Kangar org ni tk mati lak eh yg mangsa dieorng la yg meninggal nya,I'm a cancerist who doesn't die but who's gonna die.,-0.6459,Negative,im cancerist doesnt die who gon na die
3093,tangkap and hukum sewajarnya,I'm getting caught and I'm getting it.,0.0,Neutral,im getting caught im getting
3094,"No excuse, should let him learn","No excuse, I should let him learn",-0.0572,Negative,excuse let learn
3095,Ada agenda tu........,There's a way out here.,0.0,Neutral,there way
3096,Rasuah juga pembunuh kepercayaan Rakyat...Kita tgk Kes ni n integrity pdrm.... Video ada kan...x bolih seleweng fakta,The Russians also killed Rakyat's beliefs... We don't know about the integrity of the pdrm.,-0.4404,Negative,russian also killed rakyats belief dont know integrity pdrm
3097,Duit manyakkk maaaaaaaaa,You're a great man of the world,0.6249,Positive,youre great man world
3098,"Kalau dia ni lepas, 5 orang anggota polis akan mati dilanggar lepas ni","If he's late, 5 police officers will die if he's late",-0.5994,Negative,he late police officer die he late
3099,undang2 duit,unand2 pairs,0.0,Neutral,unand pair
3100,Dah tahu ending,You know what the ending is.,0.0,Neutral,know ending
3101,belia dap phu Kie mark,Belia dap phpu Kie,0.0,Neutral,belia dap phpu kie
3102,SAMA2 RAMAI2 KITA TENGOK..NILAI 4 NYAWA YG TERKORBAN..APA HUKUMAN KEATAS BUDAK NI !!!?????,WE ARE NOT A MISUNITY .. IN THE 4TH DAYS AND A TERKORBAN... WHAT A PROPERTY IS THAT !!!????,0.0,Neutral,misunity th day terkorban property
3103,Siyal anak tokey judi…,Fuck you son of a bitch...,-0.8074,Negative,fuck son bitch
3104,Layak 302 ni membunuh orang.,302 people were killed.,-0.6705,Negative,people killed
3105,Duk biar esok dia mbuk lngr org lain pula..xkn xprnh brlku kot...,Let's get him to the other organ.,0.0,Neutral,let get organ
3106,Kalau kimak ni lepas mmg siap laa nti,"If the print is too large, mmg is ready to be used",0.3612,Positive,print large mmg ready used
3107,Jika terlepas paham2 jela ye..mmg xblh pakai,If you're missing an understanding2 know you..mmg xblh using,-0.296,Negative,youre missing understanding know yoummg xblh using
3108,"Dia ni selain banyak duit banyak sial pun ye jugak nie..PDRM jangan diamkan diri..siasat lama² xguna..bukti jelas, saksi ada..jangan dengan bangsa melayu je tegas..","He's not much more money than many shit you're gonna play no..pDRM don't hide yourself..for long time, xuu..it's clear, there's... no evidence... that people are running hard.",-0.1734,Negative,he much money many shit youre gon na play nopdrm dont hide yourselffor long time xuuits clear there evidence people running hard
3109,Ehhhh.....malaysia ada ke undang² membabitkan anak org kaya² ni....tanya jer,Uhhhh... Malaysia is under law. It's a child of the Org.,0.0,Neutral,uhhhh malaysia law child org
3110,Harap ade keadilan bg pihak keluarga mangsa... Harap xde alasan mabuk atau ade card oku bagai nnti....,I hope there's justice in the family of the day... and I'm hoping for a reason to drink or a card I'm like...,0.891,Positive,hope there justice family day im hoping reason drink card im like
3111,Ni kalau tak masuk lokap dengan pakai baju oren....Jangan sampai rakyat bangkit... melawan ..,If you don't get into the closet with the oranges... don't get up to the people... against..,0.0,Neutral,dont get closet orange dont get people
3112,"Nama pun x disebut, tang ustazah smpi nme bapaknya disebut jilake","No name is x, but the name of the father's nephew is called iláke",-0.1531,Negative,name x name father nephew called ilke
3113,"Hukum jangan tak hukum, rakyat dah muak dgn drama selama ini, hukuman mesti yg memberi pengajaran kpd yg lain.","The law is illegal, people are still playing dramas, the courts must have been teaching other kpds.",-0.4215,Negative,law illegal people still playing drama court must teaching kpds
3114,Kena hukuman 302,See case 302.,0.0,Neutral,see case
3115,"Go to hell bro!!!!duit haram mkn,beli kereta duit haram,perangai mcm haram!!!!ada duit pegi track sana tokey haram!!!!","Go to hell bro!!!!!!two haram mkn, two horse haram, five horse, five arm!!!",-0.7762,Negative,go hell brotwo haram mkn two horse haram five horse five arm
3116,esk nnti keluar kes ada kad oku,old enough to exit existing tape,0.0,Neutral,old enough exit existing tape
3117,Dia pakai baju warna lain la,She's wearing other colors.,0.0,Neutral,shes wearing color
3118,Eheheheh tetiba dia ada surat oku. Eh tetiba dia... Msia kan,Heh heh he has my letter.,-0.296,Negative,heh heh letter
3119,Satu kesah yg amat terkesan.. cikgu tersalah tekan pedal minyak.. terrrlangar anak murid kesayangan. Terus digari.,One of the most powerful stories of the victims was that the poor girl was thrown into the oil cane and the children were taken.,-0.3197,Negative,one powerful story victim poor girl thrown oil cane child taken
3120,"Ni anak cina bunuh 4 keluarga.. kene gari tak? Kita perhatikan.. dh banyak contoh. Kebanyakan terlepas.. alasan mudah tak tak masuk akal.. ade ganguan mental, oku dan kes terpencil.. pohon maaf.. lepas terus..",What Chinese boy killed 4 families... where aren't they?,-0.6705,Negative,chinese boy killed family arent
3121,"Mngkin undang2 hanya untuk org melayu, bangsa lain kebal.","Maybe the law only for the organ to run, other people are poor.",-0.4767,Negative,maybe law organ run people poor
3122,ustazah digari. die xnmpk plak digari. undang2 lembik..,The xnmpk disk is sealed. The command2 is empty..,-0.2023,Negative,xnmpk disk sealed command empty
3123,jgn la bg alasan hilang ingatan....jadi cam siñetron pulak,The bg is missing.,-0.296,Negative,bg missing
3124,Ya الله,"Oh, my God.",0.2732,Positive,oh god
3125,"Kau masukkanlah pemerintah yang zalim,yang menindas anak bangsa bumi bertuah ini,yang tidak menegakkan undang² kerana takut hilang jawatan,kedalam neraka tanpa hisab.","You bring in a corrupt government that oppresses the people of this land, who do not establish the law, because they fear the punishments, and are in hell forever.",-0.891,Negative,bring corrupt government oppresses people land establish law fear punishment hell forever
3126,Azablah mereka dunia dan akhirat.,Woe to them in this world and in the Hereafter.,-0.4215,Negative,woe world hereafter
3128,Kepada mereka yang bersubahat!!,To those who are in awe!,0.0,Neutral,awe
3129,"Penguatkuasa,penyokong dan sekutunya yang mengkhianati agama persekutuan,bangsa & perlembagaan negara,dimasukkan bersama sama pemimpin mereka ke dalam neraka tanpa hisab di diatas menyokong kezaliman pemimpin mereka.","The authorities, supporters and allies who betrayed the religion of the Union, the nation and the people of the country, joined their leaders in hell without account in support of their leaders.",-0.8384,Negative,authority supporter ally betrayed religion union nation people country joined leader hell without account support leader
3131,"Berani ker PDRM ambil TINDAKAN pd puak2 DAPig ni??.. Kalau yg langgar tu melayu, dah tentu kena gari belakang.. kan undang2 Negara ini hanya untuk org2 melayu jer.. x gitu?.","The PDRM's courage to take a few days' walk. If this is not the case, it's probably behind the back.",0.4939,Positive,pdrms courage take day walk case probably behind back
3132,"Aku hanya mampu berdo'a "" Yaa Allaah, moga2 Engkau KUBURKAN KERAJAAN KAFIR HARBI LAKNATULLAH YG ADE SKRG NI SECEPAT MNGKIN SEDALAM2NYA SELAMA2NYA BERSAMA2 dgn golongan2 pemimpin2 melayu LEBERAL & MUNAFIK"".. Aminn3 Yaa Rabbalalaminn","I can only pray ""Yes Godah, I can tell you that you are the king of the country who is a member of the People's Party of the People of the World who are in the hands of the leaders of the Peoples of the World who are in charge of the Leveral & Munafiks.""",0.7717,Positive,pray yes godah tell king country member people party people world hand leader people world charge leveral munafiks
3133,Jenis muka sial,Type of shit,-0.5574,Negative,type shit
3134,"nanti ade la menteri datang backup tu utk lepaskan,","Then there's the mystery here coming back to release,",0.0,Neutral,there mystery coming back release
3135,kes mcmni,Cut the selected text,-0.2732,Negative,cut selected text
3136,"confirm lepas..bnde da normal skrang di malaysia, bnyak kes lepas","Confirm the missing..bnde of normal escape in Malaysia, missing",-0.128,Negative,confirm missingbnde normal escape malaysia missing
3138,"tkkn kne punya bangsa ni , kne pulak anak tokey judi mmg lps mcm tu je biarpon org dah meninggal last ii tutup kes mcm tu je , nak pukul tak boleh , anak kesayangan kerajaan nii , kerajaan taik","I don't know if there's any nation, I don't know what's wrong with my son.",0.3724,Positive,dont know there nation dont know whats wrong son
3139,Adakah khinzir nie OKU?,Are you sure?,0.3182,Positive,sure
3140,Moga mendapat pengadilan,Moga gets a trial,0.0,Neutral,moga get trial
3141,1 daerah tau bapak dia tauke Judi HARAM..#PDRM tak tau ke..tak mungkin tak tahu kan...#JSJ bukit Aman #KPN negeri Johor,1 area he knew his father was shaking Judi HARAM....pDRM I don't know..it may not be known..,-0.1779,Negative,area knew father shaking judi harampdrm dont knowit may known
